"","X","trial_ref","year","location","host_genotype","trial_design","plot_length.m.","plot_width.m.","plant_density","row_spacing","replicates","planting_date","emergence_date","flowering_date","pod_fill_date","mid_late_pod_fill","first_sign_disease","trade_name","fungicide_ai","dose_ai.ha","n_treatment","fungicide_application_1","fungicide_application_2","fungicide_application_3","fungicide_application_4","fungicide_application_5","fungicide_application_6","fungicide_application_7","total_fungicide","harvest_date","final_assessment","PM_final_severity","rating_scale","disease_error","D_error_type","grain_yield.t.ha.","raw_graded","Y_Msquare","yield_error","Y_error_type","yield_gain","prop_YG","raw_data_avail","comments","days_harvest.planting","AUDPC_m","AUDPC_sd"
"302",302,"mung1617/01","2017","Hermitage","Jade","RCB",6.633333333,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.55302778,NA,0.018625787,0.106333720919259,"SamplingVariance",0.132339385333333,0.314578169997279,NA,NA,NA,152,39.94996871
"303",303,"mung1617/01","2017","Hermitage","Jade","RCB",29.76666667,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.457436361,NA,0.018625787,0.195931513457344,"SamplingVariance",0.011122113,0.0249199147234036,NA,NA,NA,188.8333333,21.19748413
"304",304,"mung1617/01","2017","Hermitage","Jade","RCB",6.466666667,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.466422298,NA,0.018625787,0.032770695439222,"SamplingVariance",-0.0940530016666666,-0.167809360595557,NA,NA,NA,177.1666667,25.50163393
"305",305,"mung1617/01","2017","Hermitage","Jade","RCB",6.6,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.520832203,NA,0.018625787,0.0393702495659069,"SamplingVariance",0.100143808333333,0.238047470771525,NA,NA,NA,144.6666667,24.00173605
"306",306,"mung1617/01","2017","Hermitage","Jade","RCB",30.13333333,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.344427774,NA,0.018625787,0.07613972246417,"SamplingVariance",-0.101886474,-0.228284161790864,NA,NA,NA,137.8333333,35.55746523
"307",307,"mung1617/01","2017","Hermitage","Jade","RCB",6.633333333,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.712453111,NA,0.018625787,0.026096282037773,"SamplingVariance",0.151977811333333,0.271158802936935,NA,NA,NA,133.3333333,31.50132272
"308",308,"mung1617/01","2017","Hermitage","Jade","RCB",6.733333333,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.565126542,NA,0.018625787,0.0612298109434827,"SamplingVariance",0.144438147333333,0.343337608463811,NA,NA,NA,169.1666667,36.09824557
"309",309,"mung1617/01","2017","Hermitage","Jade","RCB",6.633333333,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.659039784,NA,0.018625787,0.05569721351861,"SamplingVariance",0.212725536,0.476627257483386,NA,NA,NA,120.6666667,24.00694344
"310",310,"mung1617/01","2017","Hermitage","Jade","RCB",6.5,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,5.333333333,"1-Sep",2.886751346,"stdev",0.544818855,NA,0.018625787,0.0071409919292721,"SamplingVariance",-0.0156564446666666,-0.0279342277455902,NA,NA,NA,99.5,46.80010684
"311",311,"mung1617/01","2017","Hermitage","Jade","RCB",6.6,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.419856835,NA,0.018625787,0.0559340942422022,"SamplingVariance",-0.000831559666666704,-0.00197666414669126,NA,NA,NA,113,33.81937315
"312",312,"mung1617/01","2017","Hermitage","Jade","RCB",29.2,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.341525553,NA,0.018625787,0.06556943786409,"SamplingVariance",-0.104788695,-0.234786802056115,NA,NA,NA,173,66.00568157
"313",313,"mung1617/01","2017","Hermitage","Jade","RCB",6.666666667,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.563830897,NA,0.018625787,0.016648093949865,"SamplingVariance",0.00335559733333335,0.00598705658452573,NA,NA,NA,140.5,26.51414717
"314",314,"mung1617/01","2017","Hermitage","Jade","RCB",6.533333333,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.656624579,NA,0.018625787,0.0338114645755236,"SamplingVariance",0.235936184333333,0.560833593996045,NA,NA,NA,151.8333333,40.63352475
"315",315,"mung1617/01","2017","Hermitage","Jade","RCB",31.4,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,6,2017-04-05,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.487623596,NA,0.018625787,0.158284239768531,"SamplingVariance",0.041309348,0.0925566418394959,NA,NA,NA,157.1666667,36.07053276
"316",316,"mung1617/01","2017","Hermitage","Jade","RCB",6.633333333,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,6,2017-04-05,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.543895875,NA,0.018625787,0.000893799217425625,"SamplingVariance",-0.0165794246666666,-0.0295810086127381,NA,NA,NA,159.8333333,51.20139972
"317",317,"mung1617/01","2017","Hermitage","Jade","RCB",6.566666667,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,6,2017-04-05,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.614604232,NA,0.018625787,0.0637640737000021,"SamplingVariance",0.193915837333333,0.460948863319567,NA,NA,NA,168,49.42671343
"318",318,"mung1617/01","2017","Hermitage","Jade","RCB",31.06666667,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,6,2017-04-05,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.389961486,NA,0.018625787,0.10191687966527,"SamplingVariance",-0.056352762,-0.12626252075197,NA,NA,NA,144.8333333,47.05935968
"319",319,"mung1617/01","2017","Hermitage","Jade","RCB",6.466666667,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,6,2017-04-05,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.478136284,NA,0.018625787,0.0329597953995956,"SamplingVariance",-0.0823390156666666,-0.146909267394364,NA,NA,NA,155.3333333,17.89785834
"320",320,"mung1617/01","2017","Hermitage","Jade","RCB",27.8,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,6,2017-04-05,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.326593844,NA,0.018625787,0.148181371160922,"SamplingVariance",-0.0940945506666667,-0.223668044708537,NA,NA,NA,177.6666667,37.85938897
"321",321,"mung1617/01","2017","Hermitage","Jade","RCB",6.6,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,6,2017-04-05,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.333333333,"1-Sep",0.577350269,"stdev",0.534050618,NA,0.018625787,0.0272735382148804,"SamplingVariance",0.08773637,0.196579809838381,NA,NA,NA,175.3333333,63.21458165
"322",322,"mung1617/01","2017","Hermitage","Jade","RCB",6.5,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,6,2017-04-05,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.500782515,NA,0.018625787,0.0247829001373327,"SamplingVariance",-0.0596927846666666,-0.106503863242801,NA,NA,NA,182.6666667,8.808140174
"323",323,"mung1617/01","2017","Hermitage","Jade","RCB",6.633333333,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,6,2017-04-05,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.68314802,NA,0.018625787,0.0554410697126071,"SamplingVariance",0.262459625333333,0.623881306593432,NA,NA,NA,206.1666667,52.09206593
"324",324,"mung1718/01","2018","Wellcamp","Jade","RCB",10.03666667,2,"2.00E+05",0.25,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Folicur","tebuconazole",60,1,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,7.666666667,"""""1-9""""",0.577350269,"stdev",1.555946994,NA,0.185437939,0.0371478718840602,"SamplingVariance",0.3190303615,0.2579238997338,"Yes",NA,NA,172.5,26.4244205234476
"325",325,"mung1718/01","2018","Wellcamp","Jade","RCB",10.04,2,"2.00E+05",0.25,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",62,2,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,6.666666667,"""""1-9""""",0.577350269,"stdev",1.409057474,NA,0.185437939,0.0381213726557842,"SamplingVariance",0.1721408415,0.139169315843119,"Yes",NA,NA,154.666666666667,5.48482755730144
"326",326,"mung1718/01","2018","Wellcamp","Jade","RCB",9.823333333,2,"2.00E+05",0.25,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Throttle","propiconazole",125,3,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,6.333333333,"""""1-9""""",0.577350269,"stdev",1.582020885,NA,0.185437939,0.0211582144960632,"SamplingVariance",0.3451042525,0.279003647806474,"Yes",NA,NA,156.333333333333,2.88675134594813
"327",327,"mung1718/01","2018","Wellcamp","Jade","RCB",362.0566667,2,"2.00E+05",0.25,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"control","control",0,4,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-31,2018-05-02,8.333333333,"""""1-9""""",0.577350269,"stdev",0.900712969,NA,0.185437939,0.643076659931248,"SamplingVariance",NA,NA,"Yes",NA,NA,178.833333333333,9.07377172587747
"328",328,"mung1718/01","2018","Wellcamp","Jade","RCB",10.25333333,2,"2.00E+05",0.5,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Folicur","tebuconazole",60,5,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,7,"""""1-9""""",0,"stdev",1.472523663,NA,0.185437939,0.0104863559764681,"SamplingVariance",0.202336531,0.159296631104589,"Yes",NA,NA,166.166666666667,11.1840660465384
"329",329,"mung1718/01","2018","Wellcamp","Jade","RCB",10.24,2,"2.00E+05",0.5,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",62,6,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,7,"""""1-9""""",0,"stdev",1.503637679,NA,0.185437939,0.0335332468034476,"SamplingVariance",0.233450547,0.183792246920669,"Yes",NA,NA,154,4.33012701892219
"330",330,"mung1718/01","2018","Wellcamp","Jade","RCB",10.1,2,"2.00E+05",0.5,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Throttle","propiconazole",125,7,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,6,"""""1-9""""",0,"stdev",1.56753778,NA,0.185437939,0.0269883511152545,"SamplingVariance",0.297350648,0.234099874348278,"Yes",NA,NA,147.666666666667,17.8978583448784
"331",331,"mung1718/01","2018","Wellcamp","Jade","RCB",10.28,2,"2.00E+05",0.5,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"control","control",0,8,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-31,2018-05-02,8,"""""1-9""""",0,"stdev",1.089077207,NA,0.185437939,0.157634117602647,"SamplingVariance",NA,NA,"Yes",NA,NA,200.166666666667,8.51958527942137
"332",332,"mung1718/01","2018","Wellcamp","Jade","RCB",9.67,2,"2.00E+05",1,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Folicur","tebuconazole",60,9,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,7.333333333,"""""1-9""""",0.577350269,"stdev",1.084522903,NA,0.185437939,0.0097130899961001,"SamplingVariance",0.0100724330000002,0.00937449727208008,"Yes",NA,NA,175.666666666667,23.3041484146779
"333",333,"mung1718/01","2018","Wellcamp","Jade","RCB",9.456666667,2,"2.00E+05",1,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",62,10,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,6.666666667,"""""1-9""""",0.577350269,"stdev",1.282229758,NA,0.185437939,0.148401936400819,"SamplingVariance",0.207779288,0.193381913640002,"Yes",NA,NA,162.166666666667,4.85626742811116
"334",334,"mung1718/01","2018","Wellcamp","Jade","RCB",10.47,2,"2.00E+05",1,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Throttle","propiconazole",125,11,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,6,"""""1-9""""",0,"stdev",1.154251062,NA,0.185437939,0.0359368296385339,"SamplingVariance",0.079800592,0.0742710755201215,"Yes",NA,NA,158,0
"335",335,"mung1718/01","2018","Wellcamp","Jade","RCB",9.703333333,2,"2.00E+05",1,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"control","control",0,12,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-31,2018-05-02,7.333333333,"""""1-9""""",1.154700538,"stdev",1.092765743,NA,0.185437939,0.00196605032090756,"SamplingVariance",NA,NA,"Yes",NA,NA,193.666666666667,16.3120609774894
"336",336,"mung1718/01","2018","Wellcamp","Jade","RCB",9.723333333,2,"4.00E+05",0.25,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Folicur","tebuconazole",60,13,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,7,"""""1-9""""",0,"stdev",1.575397611,NA,0.185437939,0.0704763214961178,"SamplingVariance",0.3384809785,0.273648982968139,"Yes",NA,NA,171.5,5.19615242270663
"337",337,"mung1718/01","2018","Wellcamp","Jade","RCB",10.46333333,2,"4.00E+05",0.25,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",62,14,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,6.333333333,"""""1-9""""",0.577350269,"stdev",1.582098718,NA,0.185437939,0.129909539086856,"SamplingVariance",0.3451820855,0.279066572823371,"Yes",NA,NA,152.666666666667,11.9303534454489
"338",338,"mung1718/01","2018","Wellcamp","Jade","RCB",9.89,2,"4.00E+05",0.25,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Throttle","propiconazole",125,15,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,6,"""""1-9""""",0,"stdev",1.652113232,NA,0.185437939,0.0161552414988994,"SamplingVariance",0.4151965995,0.335670641489252,"Yes",NA,NA,155.333333333333,11.8356805183873
"339",339,"mung1718/01","2018","Wellcamp","Jade","RCB",9.98,2,"4.00E+05",0.25,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"control","control",0,16,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-31,2018-05-02,9,"""""1-9""""",0,"stdev",1.573120296,NA,0.185437939,0.00481119400079844,"SamplingVariance",NA,NA,"Yes",NA,NA,194.333333333333,8.51958527942137
"340",340,"mung1718/01","2018","Wellcamp","Jade","RCB",30.28,2,"4.00E+05",0.5,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Folicur","tebuconazole",60,17,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,7.333333333,"""""1-9""""",0.577350269,"stdev",1.216950267,NA,0.185437939,0.719493138774783,"SamplingVariance",-0.0532368649999999,-0.0419126155971795,"Yes",NA,NA,189.5,14.422205101856
"341",341,"mung1718/01","2018","Wellcamp","Jade","RCB",9.963333333,2,"4.00E+05",0.5,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",62,18,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,7.333333333,"""""1-9""""",0.577350269,"stdev",1.65734565,NA,0.185437939,0.00396970273310293,"SamplingVariance",0.387158518,0.304804314455927,"Yes",NA,NA,177.666666666667,0.763762615825973
"342",342,"mung1718/01","2018","Wellcamp","Jade","RCB",10.15666667,2,"4.00E+05",0.5,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Throttle","propiconazole",125,19,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,7,"""""1-9""""",1.732050808,"stdev",1.690297844,NA,0.185437939,0.0396114577423231,"SamplingVariance",0.420110712,0.330747101286175,"Yes",NA,NA,161.5,6.5
"343",343,"mung1718/01","2018","Wellcamp","Jade","RCB",9.816666667,2,"4.00E+05",0.5,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"control","control",0,20,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-31,2018-05-02,8.666666667,"""""1-9""""",0.577350269,"stdev",1.451297057,NA,0.185437939,0.0485757011282837,"SamplingVariance",NA,NA,"Yes",NA,NA,220.333333333333,14.3730071082336
"344",344,"mung1718/01","2018","Wellcamp","Jade","RCB",10.23666667,2,"4.00E+05",1,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Folicur","tebuconazole",60,21,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,6.666666667,"""""1-9""""",0.577350269,"stdev",1.234357791,NA,0.185437939,0.00410812620965155,"SamplingVariance",0.159907321,0.148827075295523,"Yes",NA,NA,170.333333333333,2.25462487641145
"345",345,"mung1718/01","2018","Wellcamp","Jade","RCB",359.7633333,2,"4.00E+05",1,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",62,22,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,7,"""""1-9""""",0,"stdev",0.812759584,NA,0.185437939,0.485082203455265,"SamplingVariance",-0.261690886,-0.243557886851685,"Yes",NA,NA,171.5,0.866025403784439
"346",346,"mung1718/01","2018","Wellcamp","Jade","RCB",9.763333333,2,"4.00E+05",1,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Throttle","propiconazole",125,23,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,5.666666667,"""""1-9""""",0.577350269,"stdev",1.173093405,NA,0.185437939,0.00545243051633063,"SamplingVariance",0.098642935,0.0918078010613183,"Yes",NA,NA,150.666666666667,12.7017059221718
"347",347,"mung1718/01","2018","Wellcamp","Jade","RCB",10.08,2,"4.00E+05",1,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"control","control",0,24,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-31,2018-05-02,8,"""""1-9""""",0,"stdev",1.056135197,NA,0.185437939,0.00157892466241922,"SamplingVariance",NA,NA,"Yes",NA,NA,205,3.46410161513775
"348",348,"mung1819/01","2019","Hermitage","Jade","RCB",10.91666667,2,"40k",0.25,6,2018-02-04,2018-02-11,NA,NA,NA,2018-04-12,"Folicur","tebuconazole",62,1,2018-04-15,NA,NA,NA,NA,NA,NA,1,2018-05-22,2018-04-24,5,"""""1-9""""",1.095445115,"stdev",0.543163586,NA,0.002005682,0.0238327447277878,"SamplingVariance",-0.044001714,-0.0749392275054401,"Yes",NA,NA,28,17.0058813355851
"349",349,"mung1819/01","2019","Hermitage","Jade","RCB",10.98333333,2,"40k",0.25,6,2018-02-04,2018-02-11,NA,NA,NA,2018-04-12,"Folicur","tebuconazole",62,2,2018-04-15,2018-04-29,NA,NA,NA,NA,NA,2,2018-05-22,2018-04-24,5,"""""1-9""""",0.894427191,"stdev",0.563552428,NA,0.002005682,0.0189410799265472,"SamplingVariance",-0.023612872,-0.040215033143137,"Yes",NA,NA,28,15.0066651858433
"350",350,"mung1819/01","2019","Hermitage","Jade","RCB",11,2,"40k",0.25,6,2018-02-04,2018-02-11,NA,NA,NA,2018-04-12,"Folicur","tebuconazole",62,3,2018-04-23,NA,NA,NA,NA,NA,NA,1,2018-05-22,2018-04-24,7.166666667,"""""1-9""""",1.169045194,"stdev",0.571263691,NA,0.002005682,0.009574840511041,"SamplingVariance",-0.015901609,-0.0270819971820543,"Yes",NA,NA,42.6666666666667,12.7383934099504
"351",351,"mung1819/01","2019","Hermitage","Jade","RCB",11,2,"40k",0.25,6,2018-02-04,2018-02-11,NA,NA,NA,2018-04-12,"control","control",0,4,NA,NA,NA,NA,NA,NA,NA,0,2018-05-22,2018-04-24,7.5,"""""1-9""""",0.547722558,"stdev",0.5871653,NA,0.002005682,0.0168838105590475,"SamplingVariance",NA,NA,"Yes",NA,NA,41,15.7987341265052
"352",352,"mung1819/02","2019","Hermitage","Jade","RCB",11.04,2,"40k",0.25,5,2018-02-18,2018-02-25,NA,NA,NA,2018-04-12,"Folicur","tebuconazole",62,1,2018-04-15,NA,NA,NA,NA,NA,NA,1,2018-05-22,2018-05-01,5.6,"""""1-9""""",1.516575089,"stdev",0.296209259,NA,0.00120855,0.0022788866646346,"SamplingVariance",0.00676627600000002,0.0233768873229171,"Yes",NA,NA,49.8,18.3630062898208
"353",353,"mung1819/02","2019","Hermitage","Jade","RCB",10.98,2,"40k",0.25,5,2018-02-18,2018-02-25,NA,NA,NA,2018-04-12,"Folicur","tebuconazole",62,2,2018-04-15,2018-04-29,NA,NA,NA,NA,NA,2,2018-05-22,2018-05-01,4.6,"""""1-9""""",0.547722558,"stdev",0.311682998,NA,0.00120855,0.00522409974330836,"SamplingVariance",0.022240015,0.0768372919926686,"Yes",NA,NA,47.8,16.0996894379985
"354",354,"mung1819/02","2019","Hermitage","Jade","RCB",10.9,2,"40k",0.25,6,2018-02-18,2018-02-25,NA,NA,NA,2018-04-12,"Folicur","tebuconazole",62,3,2018-04-23,NA,NA,NA,NA,NA,NA,1,2018-05-22,2018-05-01,7.333333333,"""""1-9""""",0.516397779,"stdev",0.275859288,NA,0.00120855,0.000757063448625796,"SamplingVariance",-0.013583695,-0.0469304692040159,"Yes",NA,NA,83,17.2510869222783
"355",355,"mung1819/02","2019","Hermitage","Jade","RCB",11.01666667,2,"40k",0.25,6,2018-02-18,2018-02-25,NA,NA,NA,2018-04-12,"control","control",0,4,NA,NA,NA,NA,NA,NA,NA,0,2018-05-22,2018-05-01,7.833333333,"""""1-9""""",0.40824829,"stdev",0.289442983,NA,0.00120855,0.00510418398011918,"SamplingVariance",NA,NA,"Yes",NA,NA,78.3333333333333,20.6946047719367
