"","trial_ref","year","location","host_genotype","trial_design","plot_length.m.","plot_width.m.","plant_density","row_spacing","replicates","planting_date","emergence_date","flowering_date","pod_fill_date","mid_late_pod_fill","first_sign_disease","trade_name","fungicide_ai","dose_ai.ha","n_treatment","fungicide_application_1","fungicide_application_2","fungicide_application_3","fungicide_application_4","fungicide_application_5","fungicide_application_6","fungicide_application_7","total_fungicide","harvest_date","final_assessment","PM_final_severity","rating_scale","disease_error","D_error_type","grain_yield.t.ha.","raw_graded","Y_Msquare","yield_error","Y_error_type","yield_gain","prop_YG","raw_data_avail","comments","days_harvest.planting","AUDPC_m","AUDPC_sd"
"323","mung1617/01","2017","Hermitage","Jade","RCB",6.633333333,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,6,2017-04-05,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.68314802,NA,0.018625787,0.235459274,"stdev",NA,NA,NA,NA,NA,206.1666667,52.09206593
"324","mung1718/01","2018","Wellcamp","Jade","RCB",10.03666667,2,"2.00E+05",0.25,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Folicur","tebuconazole",60,1,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,7.666666667,"""""1-9""""",0.577350269,"stdev",1.555946994,NA,0.185437939,0.192737832,"stdev",NA,NA,"Yes",NA,NA,172.5,26.4244205234476
"325","mung1718/01","2018","Wellcamp","Jade","RCB",10.04,2,"2.00E+05",0.25,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",62,2,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,6.666666667,"""""1-9""""",0.577350269,"stdev",1.409057474,NA,0.185437939,0.195246953,"stdev",NA,NA,"Yes",NA,NA,154.666666666667,5.48482755730144
"326","mung1718/01","2018","Wellcamp","Jade","RCB",9.823333333,2,"2.00E+05",0.25,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Throttle","propiconazole",125,3,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,6.333333333,"""""1-9""""",0.577350269,"stdev",1.582020885,NA,0.185437939,0.145458635,"stdev",NA,NA,"Yes",NA,NA,156.333333333333,2.88675134594813
"327","mung1718/01","2018","Wellcamp","Jade","RCB",362.0566667,2,"2.00E+05",0.25,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"control","control",0,4,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-31,2018-05-02,8.333333333,"""""1-9""""",0.577350269,"stdev",0.900712969,NA,0.185437939,0.801920607,"stdev",NA,NA,"Yes",NA,NA,178.833333333333,9.07377172587747
"328","mung1718/01","2018","Wellcamp","Jade","RCB",10.25333333,2,"2.00E+05",0.5,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Folicur","tebuconazole",60,5,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,7,"""""1-9""""",0,"stdev",1.472523663,NA,0.185437939,0.10240291,"stdev",NA,NA,"Yes",NA,NA,166.166666666667,11.1840660465384
"329","mung1718/01","2018","Wellcamp","Jade","RCB",10.24,2,"2.00E+05",0.5,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",62,6,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,7,"""""1-9""""",0,"stdev",1.503637679,NA,0.185437939,0.183120853,"stdev",NA,NA,"Yes",NA,NA,154,4.33012701892219
"330","mung1718/01","2018","Wellcamp","Jade","RCB",10.1,2,"2.00E+05",0.5,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Throttle","propiconazole",125,7,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,6,"""""1-9""""",0,"stdev",1.56753778,NA,0.185437939,0.164281317,"stdev",NA,NA,"Yes",NA,NA,147.666666666667,17.8978583448784
"331","mung1718/01","2018","Wellcamp","Jade","RCB",10.28,2,"2.00E+05",0.5,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"control","control",0,8,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-31,2018-05-02,8,"""""1-9""""",0,"stdev",1.089077207,NA,0.185437939,0.397031633,"stdev",NA,NA,"Yes",NA,NA,200.166666666667,8.51958527942137
"332","mung1718/01","2018","Wellcamp","Jade","RCB",9.67,2,"2.00E+05",1,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Folicur","tebuconazole",60,9,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,7.333333333,"""""1-9""""",0.577350269,"stdev",1.084522903,NA,0.185437939,0.09855501,"stdev",NA,NA,"Yes",NA,NA,175.666666666667,23.3041484146779
"333","mung1718/01","2018","Wellcamp","Jade","RCB",9.456666667,2,"2.00E+05",1,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",62,10,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,6.666666667,"""""1-9""""",0.577350269,"stdev",1.282229758,NA,0.185437939,0.385229719,"stdev",NA,NA,"Yes",NA,NA,162.166666666667,4.85626742811116
"334","mung1718/01","2018","Wellcamp","Jade","RCB",10.47,2,"2.00E+05",1,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Throttle","propiconazole",125,11,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,6,"""""1-9""""",0,"stdev",1.154251062,NA,0.185437939,0.189570118,"stdev",NA,NA,"Yes",NA,NA,158,0
"335","mung1718/01","2018","Wellcamp","Jade","RCB",9.703333333,2,"2.00E+05",1,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"control","control",0,12,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-31,2018-05-02,7.333333333,"""""1-9""""",1.154700538,"stdev",1.092765743,NA,0.185437939,0.044340166,"stdev",NA,NA,"Yes",NA,NA,193.666666666667,16.3120609774894
"336","mung1718/01","2018","Wellcamp","Jade","RCB",9.723333333,2,"4.00E+05",0.25,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Folicur","tebuconazole",60,13,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,7,"""""1-9""""",0,"stdev",1.575397611,NA,0.185437939,0.265473768,"stdev",NA,NA,"Yes",NA,NA,171.5,5.19615242270663
"337","mung1718/01","2018","Wellcamp","Jade","RCB",10.46333333,2,"4.00E+05",0.25,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",62,14,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,6.333333333,"""""1-9""""",0.577350269,"stdev",1.582098718,NA,0.185437939,0.360429659,"stdev",NA,NA,"Yes",NA,NA,152.666666666667,11.9303534454489
"338","mung1718/01","2018","Wellcamp","Jade","RCB",9.89,2,"4.00E+05",0.25,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Throttle","propiconazole",125,15,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,6,"""""1-9""""",0,"stdev",1.652113232,NA,0.185437939,0.127103271,"stdev",NA,NA,"Yes",NA,NA,155.333333333333,11.8356805183873
"339","mung1718/01","2018","Wellcamp","Jade","RCB",9.98,2,"4.00E+05",0.25,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"control","control",0,16,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-31,2018-05-02,9,"""""1-9""""",0,"stdev",1.573120296,NA,0.185437939,0.069362771,"stdev",NA,NA,"Yes",NA,NA,194.333333333333,8.51958527942137
"340","mung1718/01","2018","Wellcamp","Jade","RCB",30.28,2,"4.00E+05",0.5,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Folicur","tebuconazole",60,17,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,7.333333333,"""""1-9""""",0.577350269,"stdev",1.216950267,NA,0.185437939,0.848229414,"stdev",NA,NA,"Yes",NA,NA,189.5,14.422205101856
"341","mung1718/01","2018","Wellcamp","Jade","RCB",9.963333333,2,"4.00E+05",0.5,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",62,18,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,7.333333333,"""""1-9""""",0.577350269,"stdev",1.65734565,NA,0.185437939,0.063005577,"stdev",NA,NA,"Yes",NA,NA,177.666666666667,0.763762615825973
"342","mung1718/01","2018","Wellcamp","Jade","RCB",10.15666667,2,"4.00E+05",0.5,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Throttle","propiconazole",125,19,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,7,"""""1-9""""",1.732050808,"stdev",1.690297844,NA,0.185437939,0.199026274,"stdev",NA,NA,"Yes",NA,NA,161.5,6.5
"343","mung1718/01","2018","Wellcamp","Jade","RCB",9.816666667,2,"4.00E+05",0.5,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"control","control",0,20,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-31,2018-05-02,8.666666667,"""""1-9""""",0.577350269,"stdev",1.451297057,NA,0.185437939,0.220398959,"stdev",NA,NA,"Yes",NA,NA,220.333333333333,14.3730071082336
"344","mung1718/01","2018","Wellcamp","Jade","RCB",10.23666667,2,"4.00E+05",1,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Folicur","tebuconazole",60,21,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,6.666666667,"""""1-9""""",0.577350269,"stdev",1.234357791,NA,0.185437939,0.064094666,"stdev",NA,NA,"Yes",NA,NA,170.333333333333,2.25462487641145
"345","mung1718/01","2018","Wellcamp","Jade","RCB",359.7633333,2,"4.00E+05",1,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",62,22,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,7,"""""1-9""""",0,"stdev",0.812759584,NA,0.185437939,0.69647843,"stdev",NA,NA,"Yes",NA,NA,171.5,0.866025403784439
"346","mung1718/01","2018","Wellcamp","Jade","RCB",9.763333333,2,"4.00E+05",1,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"Throttle","propiconazole",125,23,2018-03-28,2018-04-16,NA,NA,NA,NA,NA,2,2018-05-31,2018-05-02,5.666666667,"""""1-9""""",0.577350269,"stdev",1.173093405,NA,0.185437939,0.073840575,"stdev",NA,NA,"Yes",NA,NA,150.666666666667,12.7017059221718
"347","mung1718/01","2018","Wellcamp","Jade","RCB",10.08,2,"4.00E+05",1,3,2018-02-13,NA,NA,NA,NA,2018-03-21,"control","control",0,24,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-31,2018-05-02,8,"""""1-9""""",0,"stdev",1.056135197,NA,0.185437939,0.039735685,"stdev",NA,NA,"Yes",NA,NA,205,3.46410161513775
"348","mung1819/01","2019","Hermitage","Jade","RCB",10.91666667,2,"40k",0.25,6,2018-02-04,2018-02-11,NA,NA,NA,2018-04-12,"Folicur","tebuconazole",62,1,2018-04-15,NA,NA,NA,NA,NA,NA,1,2018-05-22,2018-04-24,5,"""""1-9""""",1.095445115,"stdev",0.543163586,NA,0.002005682,0.154378576,"stdev",NA,NA,"Yes",NA,NA,28,17.0058813355851
"349","mung1819/01","2019","Hermitage","Jade","RCB",10.98333333,2,"40k",0.25,6,2018-02-04,2018-02-11,NA,NA,NA,2018-04-12,"Folicur","tebuconazole",62,2,2018-04-15,2018-04-29,NA,NA,NA,NA,NA,2,2018-05-22,2018-04-24,5,"""""1-9""""",0.894427191,"stdev",0.563552428,NA,0.002005682,0.137626596,"stdev",NA,NA,"Yes",NA,NA,28,15.0066651858433
"350","mung1819/01","2019","Hermitage","Jade","RCB",11,2,"40k",0.25,6,2018-02-04,2018-02-11,NA,NA,NA,2018-04-12,"Folicur","tebuconazole",62,3,2018-04-23,NA,NA,NA,NA,NA,NA,1,2018-05-22,2018-04-24,7.166666667,"""""1-9""""",1.169045194,"stdev",0.571263691,NA,0.002005682,0.097851114,"stdev",NA,NA,"Yes",NA,NA,42.6666666666667,12.7383934099504
"351","mung1819/01","2019","Hermitage","Jade","RCB",11,2,"40k",0.25,6,2018-02-04,2018-02-11,NA,NA,NA,2018-04-12,"control","control",0,4,NA,NA,NA,NA,NA,NA,NA,0,2018-05-22,2018-04-24,7.5,"""""1-9""""",0.547722558,"stdev",0.5871653,NA,0.002005682,0.129937718,"stdev",NA,NA,"Yes",NA,NA,41,15.7987341265052
"352","mung1819/02","2019","Hermitage","Jade","RCB",11.04,2,"40k",0.25,5,2018-02-18,2018-02-25,NA,NA,NA,2018-04-12,"Folicur","tebuconazole",62,1,2018-04-15,NA,NA,NA,NA,NA,NA,1,2018-05-22,2018-05-01,5.6,"""""1-9""""",1.516575089,"stdev",0.296209259,NA,0.00120855,0.047737686,"stdev",NA,NA,"Yes",NA,NA,49.8,18.3630062898208
"353","mung1819/02","2019","Hermitage","Jade","RCB",10.98,2,"40k",0.25,5,2018-02-18,2018-02-25,NA,NA,NA,2018-04-12,"Folicur","tebuconazole",62,2,2018-04-15,2018-04-29,NA,NA,NA,NA,NA,2,2018-05-22,2018-05-01,4.6,"""""1-9""""",0.547722558,"stdev",0.311682998,NA,0.00120855,0.072277934,"stdev",NA,NA,"Yes",NA,NA,47.8,16.0996894379985
"354","mung1819/02","2019","Hermitage","Jade","RCB",10.9,2,"40k",0.25,6,2018-02-18,2018-02-25,NA,NA,NA,2018-04-12,"Folicur","tebuconazole",62,3,2018-04-23,NA,NA,NA,NA,NA,NA,1,2018-05-22,2018-05-01,7.333333333,"""""1-9""""",0.516397779,"stdev",0.275859288,NA,0.00120855,0.027514786,"stdev",NA,NA,"Yes",NA,NA,83,17.2510869222783
"355","mung1819/02","2019","Hermitage","Jade","RCB",11.01666667,2,"40k",0.25,6,2018-02-18,2018-02-25,NA,NA,NA,2018-04-12,"control","control",0,4,NA,NA,NA,NA,NA,NA,NA,0,2018-05-22,2018-05-01,7.833333333,"""""1-9""""",0.40824829,"stdev",0.289442983,NA,0.00120855,0.071443572,"stdev",NA,NA,"Yes",NA,NA,78.3333333333333,20.6946047719367
